Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,92.98999786376953,93.58999633789062,91.69999694824219,92.58000183105469,89.4027099609375,1965900
2017-01-04,92.91000366210938,93.51000213623047,92.41000366210938,92.91999816894531,89.7310562133789,1201600
2017-01-05,92.4800033569336,93.02999877929688,91.1500015258789,92.06999969482422,88.91024017333984,1226100
2017-01-06,92.76000213623047,93.4000015258789,92.44999694824219,92.75,89.56688690185547,828200
2017-01-09,91.58000183105469,92.61000061035156,91.36000061035156,92.0199966430664,88.86192321777344,1057200
2017-01-10,92.0,92.68000030517578,91.69999694824219,92.30000305175781,89.13232421875,1105900
2017-01-11,92.05000305175781,92.48999786376953,91.55000305175781,92.48999786376953,89.3157958984375,1850600
2017-01-12,92.0999984741211,92.37000274658203,90.55000305175781,91.8499984741211,88.69778442382812,1231200
2017-01-13,91.11000061035156,94.1500015258789,91.11000061035156,92.94999694824219,89.76001739501953,1356700
2017-01-17,91.72000122070312,92.51000213623047,91.0199966430664,91.72000122070312,88.57223510742188,1879800
2017-01-18,92.23999786376953,92.43000030517578,90.9800033569336,92.12999725341797,88.96817016601562,1458700
2017-01-19,92.5,92.97000122070312,91.66000366210938,92.11000061035156,88.94886016845703,1195100
2017-01-20,92.0999984741211,92.62000274658203,91.91999816894531,92.55999755859375,89.38340759277344,1207300
2017-01-23,92.04000091552734,92.97000122070312,92.04000091552734,92.66000366210938,89.47998046875,1139900
2017-01-24,92.83000183105469,93.55999755859375,92.66000366210938,93.30999755859375,90.2635269165039,751400
2017-01-25,94.18000030517578,95.37999725341797,94.0,95.19000244140625,92.0821533203125,1062300
2017-01-26,95.25,95.76000213623047,94.70999908447266,95.6500015258789,92.52714538574219,919300
2017-01-27,95.41999816894531,95.41999816894531,94.54000091552734,94.81999969482422,91.7242431640625,996100
2017-01-30,94.08000183105469,94.41999816894531,93.44999694824219,94.04000091552734,90.96968841552734,962400
2017-01-31,94.12999725341797,94.56999969482422,93.79000091552734,94.33000183105469,91.2502212524414,1055300
2017-02-01,95.26000213623047,95.94999694824219,93.7300033569336,93.88999938964844,90.82460021972656,586400
2017-02-02,93.51000213623047,93.87000274658203,92.76000213623047,93.5,90.44733428955078,580400
2017-02-03,94.79000091552734,95.30000305175781,94.06999969482422,94.9800033569336,91.87902069091797,645200
2017-02-06,94.41999816894531,94.93000030517578,94.22000122070312,94.63999938964844,91.55010223388672,665600
2017-02-07,95.12999725341797,95.33000183105469,94.01000213623047,94.12000274658203,91.04708862304688,455200
2017-02-08,93.48999786376953,93.51000213623047,92.63999938964844,93.25,90.20549011230469,492100
2017-02-09,93.55999755859375,95.0199966430664,93.30999755859375,94.9800033569336,91.87902069091797,536900
2017-02-10,95.37999725341797,95.75,94.23999786376953,94.83999633789062,91.74356842041016,557900
2017-02-13,95.62000274658203,97.29000091552734,95.44000244140625,96.37999725341797,93.23328399658203,1321200
2017-02-14,96.12000274658203,97.01000213623047,95.73999786376953,96.41999816894531,93.27198791503906,942100
2017-02-15,97.0,97.11000061035156,96.0999984741211,96.77999877929688,93.6202392578125,930800
2017-02-16,96.52999877929688,96.83000183105469,95.52999877929688,95.76000213623047,92.633544921875,1119000
2017-02-17,95.0,95.5999984741211,94.47000122070312,95.5999984741211,92.47875213623047,806000
2017-02-21,96.12000274658203,96.55999755859375,95.44000244140625,95.72000122070312,92.5948486328125,977200
2017-02-22,95.37999725341797,96.13999938964844,94.91999816894531,95.72000122070312,92.5948486328125,784000
2017-02-23,95.93000030517578,96.29000091552734,95.2699966430664,95.77999877929688,92.65289306640625,968300
2017-02-24,94.8499984741211,95.29000091552734,94.43000030517578,95.29000091552734,92.17887878417969,669300
2017-02-27,95.58999633789062,95.75,94.95999908447266,95.37999725341797,92.26593780517578,1352800
2017-02-28,94.87000274658203,95.47000122070312,93.75,93.83000183105469,90.76655578613281,1665900
2017-03-01,96.05999755859375,97.18000030517578,95.83999633789062,96.9000015258789,93.73632049560547,1807200
2017-03-02,96.9000015258789,97.0,95.55000305175781,95.80000305175781,92.67224884033203,852300
2017-03-03,96.11000061035156,96.94000244140625,95.79000091552734,96.86000061035156,93.69763946533203,1254400
2017-03-06,96.29000091552734,97.43000030517578,95.25,96.95999908447266,93.79437255859375,1081800
2017-03-07,95.86000061035156,95.87999725341797,94.88999938964844,95.13999938964844,92.03377532958984,3155400
2017-03-08,96.05000305175781,96.83000183105469,95.79000091552734,95.9000015258789,92.76898193359375,1639600
2017-03-09,96.25,96.63999938964844,95.77999877929688,96.27999877929688,93.13656616210938,995700
2017-03-10,96.91999816894531,96.94000244140625,95.26000213623047,96.19999694824219,93.0591812133789,1194400
2017-03-13,96.22000122070312,96.38999938964844,95.58999633789062,96.16000366210938,93.02050018310547,1070900
2017-03-14,95.45999908447266,96.18000030517578,94.83000183105469,96.16999816894531,93.03016662597656,584700
2017-03-15,96.55000305175781,96.55999755859375,94.2699966430664,94.51000213623047,91.4243392944336,1153300
2017-03-16,95.18000030517578,95.58999633789062,94.51000213623047,95.38999938964844,92.2756118774414,1099000
2017-03-17,95.66000366210938,95.95999908447266,94.33000183105469,95.08999633789062,91.98540496826172,3262100
2017-03-20,94.87999725341797,95.11000061035156,93.72000122070312,93.79000091552734,90.72786712646484,825200
2017-03-21,94.48999786376953,94.48999786376953,89.80999755859375,91.22000122070312,88.24176788330078,1832000
2017-03-22,90.52999877929688,91.80999755859375,89.4800033569336,91.11000061035156,88.13536071777344,1172800
2017-03-23,91.0,92.0999984741211,90.61000061035156,90.7300033569336,87.76778411865234,1216900
2017-03-24,91.29000091552734,91.6500015258789,90.3499984741211,90.91999816894531,87.95155334472656,774900
2017-03-27,88.7699966430664,90.41999816894531,88.04000091552734,90.33999633789062,87.39048767089844,1646900
2017-03-28,90.18000030517578,93.19000244140625,89.8499984741211,92.7300033569336,89.70246124267578,1108900
2017-03-29,92.44000244140625,92.7300033569336,91.62999725341797,92.02999877929688,89.02531433105469,908000
2017-03-30,92.05000305175781,94.69999694824219,92.05000305175781,94.58999633789062,91.50173950195312,956700
2017-03-31,94.44999694824219,94.73999786376953,93.66000366210938,93.80999755859375,90.74720764160156,643300
2017-04-03,94.0199966430664,94.16999816894531,92.91000366210938,93.44000244140625,90.38929748535156,989100
2017-04-04,92.81999969482422,93.93000030517578,92.66999816894531,93.02999877929688,89.99266815185547,1341900
2017-04-05,93.9800033569336,93.9800033569336,91.5999984741211,91.83999633789062,88.84151458740234,1565100
2017-04-06,91.7699966430664,93.05999755859375,91.05999755859375,92.83000183105469,89.79920959472656,857700
2017-04-07,91.83000183105469,92.66000366210938,91.70999908447266,91.97000122070312,88.96728515625,1316600
2017-04-10,91.80999755859375,92.56999969482422,91.13999938964844,92.12000274658203,89.11237335205078,1256500
2017-04-11,91.55999755859375,92.11000061035156,91.0199966430664,92.08999633789062,89.0833511352539,1233900
2017-04-12,92.0,92.33999633789062,91.41000366210938,91.97000122070312,88.96728515625,1268300
2017-04-13,91.0,91.4800033569336,88.20999908447266,90.18000030517578,87.23571014404297,3161300
2017-04-17,89.94000244140625,90.54000091552734,89.2300033569336,90.41000366210938,87.45820617675781,2118500
2017-04-18,89.5,90.2699966430664,89.19000244140625,89.58999633789062,86.66496276855469,1533800
2017-04-19,90.31999969482422,90.83000183105469,89.11000061035156,89.38999938964844,86.47151184082031,886100
2017-04-20,89.83000183105469,90.63999938964844,89.27999877929688,90.5,87.54528045654297,1055000
2017-04-21,90.33000183105469,90.86000061035156,89.62999725341797,90.58999633789062,87.63233184814453,1045600
2017-04-24,92.5999984741211,93.69000244140625,92.30000305175781,92.56999969482422,89.54767608642578,1052400
2017-04-25,93.04000091552734,93.4800033569336,92.91000366210938,93.16999816894531,90.2939224243164,1042200
2017-04-26,93.1500015258789,94.16999816894531,93.05000305175781,93.62000274658203,90.73001098632812,859500
2017-04-27,93.6500015258789,93.91999816894531,92.70999908447266,93.55999755859375,90.671875,860600
2017-04-28,93.72000122070312,93.81999969482422,92.22000122070312,92.45999908447266,89.60584259033203,974500
2017-05-01,93.2300033569336,94.2300033569336,92.7300033569336,93.69999694824219,90.80754089355469,677100
2017-05-02,93.63999938964844,93.97000122070312,92.58000183105469,93.08999633789062,90.21640014648438,1107600
2017-05-03,92.93000030517578,93.51000213623047,92.37000274658203,93.4800033569336,90.59435272216797,722900
2017-05-04,94.1500015258789,94.76000213623047,93.5199966430664,94.69999694824219,91.77668762207031,1021000
2017-05-05,95.0,95.12999725341797,94.47000122070312,94.54000091552734,91.62164306640625,612100
2017-05-08,94.66999816894531,94.98999786376953,93.69999694824219,93.91999816894531,91.0207748413086,751200
2017-05-09,94.01000213623047,94.7300033569336,92.48999786376953,92.83999633789062,89.97409057617188,780400
2017-05-10,92.70999908447266,92.70999908447266,91.83000183105469,92.18000030517578,89.33448791503906,806300
2017-05-11,91.58999633789062,93.38999938964844,90.36000061035156,91.0,88.19091033935547,674400
2017-05-12,90.41999816894531,90.91000366210938,89.38999938964844,90.91000366210938,88.10369110107422,898200
2017-05-15,91.11000061035156,92.5,90.98999786376953,91.7300033569336,88.89839172363281,737100
2017-05-16,92.05000305175781,92.5999984741211,91.3499984741211,92.5999984741211,89.74149322509766,740000
2017-05-17,90.8499984741211,91.19000244140625,88.69000244140625,89.75,86.97949981689453,1376800
2017-05-18,89.66000366210938,90.7699966430664,88.91999816894531,90.25,87.46407318115234,817000
2017-05-19,90.56999969482422,90.94999694824219,90.0999984741211,90.20999908447266,87.42529296875,625100
