Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,115.5199966430664,116.06999969482422,114.63999938964844,115.08000183105469,98.24003601074219,2390700
2017-01-04,115.30000305175781,115.8499984741211,114.95999908447266,115.11000061035156,98.26565551757812,1830800
2017-01-05,115.0,115.9800033569336,114.8499984741211,115.16999816894531,98.31686401367188,1856200
2017-01-06,115.0,115.66000366210938,114.5199966430664,115.4000015258789,98.51319885253906,1767000
2017-01-09,115.0,115.19000244140625,114.5,114.7699966430664,97.97539520263672,1965200
2017-01-10,114.62999725341797,114.80999755859375,113.41000366210938,113.91999816894531,97.24978637695312,2892600
2017-01-11,113.63999938964844,114.47000122070312,113.63999938964844,114.18000030517578,97.47173309326172,2302700
2017-01-12,114.20999908447266,114.20999908447266,113.30000305175781,113.91000366210938,97.24124145507812,1917000
2017-01-13,114.19999694824219,114.5999984741211,114.02999877929688,114.23999786376953,97.52294921875,1788000
2017-01-17,113.69000244140625,114.11000061035156,113.41000366210938,114.06999969482422,97.3778305053711,2474700
2017-01-18,114.37000274658203,115.44999694824219,114.0199966430664,114.95999908447266,98.13760375976562,2040000
2017-01-19,114.97000122070312,115.1500015258789,114.01000213623047,114.2699966430664,97.54856872558594,1848000
2017-01-20,114.44000244140625,115.0,114.31999969482422,114.95999908447266,98.13760375976562,2372900
2017-01-23,114.98999786376953,115.04000091552734,114.13999938964844,114.45999908447266,97.71075439453125,1689500
2017-01-24,114.5999984741211,116.26000213623047,114.1500015258789,116.05000305175781,99.06810760498047,2157200
2017-01-25,116.2300033569336,117.12999725341797,115.87000274658203,116.98999786376953,99.87053680419922,2045000
2017-01-26,116.97000122070312,117.36000061035156,116.54000091552734,116.93000030517578,99.8193359375,1796400
2017-01-27,117.0,118.19000244140625,116.58999633789062,118.08999633789062,100.80956268310547,2283800
2017-01-30,117.91000366210938,117.91999816894531,116.26000213623047,117.02999877929688,99.9046859741211,2910300
2017-01-31,111.80999755859375,111.80999755859375,108.68000030517578,109.12999725341797,93.16072082519531,12755500
2017-02-01,107.79000091552734,108.55000305175781,103.2300033569336,105.3499984741211,89.93385314941406,14684600
2017-02-02,105.29000091552734,105.69999694824219,104.41000366210938,105.0999984741211,89.72044372558594,4353400
2017-02-03,105.69999694824219,107.19999694824219,105.33000183105469,106.94999694824219,91.29972839355469,4859700
2017-02-06,106.62000274658203,107.0,105.75,106.05999755859375,90.53995513916016,3444300
2017-02-07,106.37999725341797,106.48999786376953,105.30999755859375,105.69000244140625,90.22410583496094,3589500
2017-02-08,105.80999755859375,106.4000015258789,105.51000213623047,106.16000366210938,90.62533569335938,3398500
2017-02-09,106.16000366210938,107.01000213623047,106.0199966430664,106.45999908447266,90.88142395019531,2416000
2017-02-10,106.5,107.5,106.26000213623047,107.33999633789062,91.63265228271484,4012800
2017-02-13,107.66000366210938,108.52999877929688,107.52999877929688,108.5,92.6229019165039,3877700
2017-02-14,108.68000030517578,109.33999633789062,107.62000274658203,108.98999786376953,93.04120635986328,5878800
2017-02-15,108.87000274658203,109.16999816894531,108.27999877929688,109.0199966430664,93.06681823730469,2843000
2017-02-16,108.0999984741211,108.12999725341797,106.66000366210938,107.22000122070312,92.23240661621094,5150000
2017-02-17,106.95999908447266,107.05000305175781,106.41000366210938,106.9000015258789,91.95712280273438,2919000
2017-02-21,106.9000015258789,107.87000274658203,106.5999984741211,107.72000122070312,92.66250610351562,3822500
2017-02-22,105.44000244140625,106.83000183105469,105.23999786376953,105.62000274658203,90.8560562133789,5234400
2017-02-23,106.0,106.08999633789062,104.88999938964844,105.08999633789062,90.40015411376953,3976300
2017-02-24,104.86000061035156,106.19000244140625,104.7699966430664,106.18000030517578,91.33777618408203,2717400
2017-02-27,106.13999938964844,106.7699966430664,105.75,106.7300033569336,91.8109130859375,2776200
2017-02-28,106.68000030517578,106.98999786376953,105.4800033569336,105.76000213623047,90.97649383544922,3793900
2017-03-01,106.97000122070312,107.37999725341797,106.69000244140625,106.87000274658203,91.93134307861328,3386200
2017-03-02,106.98999786376953,106.98999786376953,105.86000061035156,105.94999694824219,91.13993835449219,2490900
2017-03-03,106.12999725341797,106.5999984741211,105.76000213623047,105.93000030517578,91.12271881103516,2732500
2017-03-06,105.5199966430664,106.37000274658203,105.2300033569336,106.0999984741211,91.26898193359375,2481900
2017-03-07,106.0,106.38999938964844,105.51000213623047,105.63999938964844,90.87326049804688,2186500
2017-03-08,105.63999938964844,106.11000061035156,105.23999786376953,105.7300033569336,90.95069122314453,2269800
2017-03-09,106.12999725341797,106.23999786376953,105.62000274658203,105.9000015258789,91.09689331054688,2301000
2017-03-10,106.2699966430664,106.8499984741211,105.75,106.7300033569336,91.8109130859375,2957100
2017-03-13,106.52999877929688,107.5,106.30999755859375,107.48999786376953,92.46466064453125,2644500
2017-03-14,107.19000244140625,107.41999816894531,106.44000244140625,106.83000183105469,91.89692687988281,2748900
2017-03-15,107.29000091552734,108.29000091552734,106.8499984741211,107.73999786376953,92.67971801757812,3253800
2017-03-16,107.80000305175781,107.91999816894531,107.29000091552734,107.80000305175781,92.7313461303711,2409400
2017-03-17,107.91000366210938,108.97000122070312,107.6500015258789,108.1500015258789,93.03239440917969,4412200
2017-03-20,108.05000305175781,108.19999694824219,106.93000030517578,107.12000274658203,92.1463851928711,2370900
2017-03-21,107.51000213623047,108.13999938964844,106.37000274658203,106.51000213623047,91.62163543701172,3088500
2017-03-22,106.95999908447266,107.16999816894531,105.87999725341797,106.5199966430664,91.63025665283203,2282200
2017-03-23,106.52999877929688,106.88999938964844,105.37000274658203,105.6500015258789,90.88187408447266,2414200
2017-03-24,105.69000244140625,105.83999633789062,104.80000305175781,105.05000305175781,90.36573028564453,2526900
2017-03-27,104.4800033569336,104.9800033569336,103.75,104.77999877929688,90.13347625732422,2148400
2017-03-28,104.72000122070312,106.5199966430664,104.5,106.19000244140625,91.34637451171875,3191600
2017-03-29,105.6500015258789,106.3499984741211,105.45999908447266,106.02999877929688,91.20875549316406,1889300
2017-03-30,105.80999755859375,106.83999633789062,105.3499984741211,106.66000366210938,91.75067901611328,1721600
2017-03-31,106.4800033569336,107.69999694824219,106.4800033569336,107.30000305175781,92.30122375488281,2478100
2017-04-03,107.66000366210938,107.7300033569336,106.08000183105469,106.4000015258789,91.52703094482422,2645900
2017-04-04,106.30000305175781,106.69999694824219,105.69999694824219,106.62999725341797,91.72488403320312,2138600
2017-04-05,106.94000244140625,107.77999877929688,106.54000091552734,106.73999786376953,91.81951141357422,2622900
2017-04-06,106.7699966430664,106.94000244140625,106.51000213623047,106.66999816894531,91.75929260253906,2824600
2017-04-07,106.30999755859375,106.5999984741211,104.91000366210938,104.98999786376953,90.31411743164062,3212200
2017-04-10,105.44999694824219,106.87999725341797,105.37000274658203,106.41999816894531,91.54422760009766,3687700
2017-04-11,106.1500015258789,106.16000366210938,105.2300033569336,105.75,90.9678955078125,3029400
2017-04-12,105.05999755859375,105.33999633789062,104.18000030517578,104.2300033569336,89.66036224365234,3036000
2017-04-13,104.18000030517578,104.55999755859375,103.69999694824219,103.73999786376953,89.23885345458984,2840900
2017-04-17,104.05999755859375,104.87000274658203,103.91999816894531,104.87000274658203,90.21089935302734,1723800
2017-04-18,104.5199966430664,104.73999786376953,103.55999755859375,104.0999984741211,89.54853057861328,3042300
2017-04-19,104.58000183105469,105.08999633789062,104.33000183105469,104.45999908447266,89.85820770263672,2047100
2017-04-20,104.75,105.73999786376953,104.56999969482422,105.52999877929688,90.77864837646484,2424700
2017-04-21,105.70999908447266,106.12999725341797,105.44999694824219,105.7699966430664,90.9850845336914,3040600
2017-04-24,106.75,107.2300033569336,106.27999877929688,106.97000122070312,92.0173568725586,2441500
2017-04-25,107.08999633789062,107.81999969482422,107.08000183105469,107.36000061035156,92.35283660888672,2626100
2017-04-26,107.2300033569336,108.58999633789062,106.95999908447266,107.62000274658203,92.57649993896484,4565600
2017-04-27,107.80000305175781,109.27999877929688,105.58000183105469,108.83000183105469,93.61734008789062,4672800
2017-04-28,109.0,109.30000305175781,107.08000183105469,107.45999908447266,92.4388656616211,3112000
2017-05-01,107.41999816894531,107.41999816894531,106.51000213623047,106.54000091552734,91.64744567871094,1976600
2017-05-02,106.61000061035156,107.12000274658203,106.55999755859375,106.91999816894531,91.97433471679688,1908800
2017-05-03,106.88999938964844,107.47000122070312,106.58999633789062,107.3499984741211,92.34423065185547,1909000
2017-05-04,107.41000366210938,107.83000183105469,106.5999984741211,107.05000305175781,92.086181640625,1744300
2017-05-05,107.31999969482422,107.55999755859375,107.0199966430664,107.43000030517578,92.41304779052734,2221500
2017-05-08,107.36000061035156,107.58999633789062,106.7300033569336,107.5199966430664,92.49047088623047,2508200
2017-05-09,107.55999755859375,107.66000366210938,106.08999633789062,106.51000213623047,91.62163543701172,2336500
2017-05-10,106.06999969482422,106.12999725341797,104.7699966430664,105.0999984741211,90.40874481201172,3713100
2017-05-11,104.12999725341797,104.25,102.9800033569336,104.1500015258789,90.30470275878906,3076700
2017-05-12,103.80000305175781,104.30999755859375,103.6500015258789,104.12999725341797,90.28736114501953,2052300
2017-05-15,104.55000305175781,105.4800033569336,104.22000122070312,105.29000091552734,91.29314422607422,2592900
2017-05-16,105.29000091552734,105.36000061035156,103.93000030517578,104.5,90.60816955566406,2458300
2017-05-17,104.5,104.5,102.77999877929688,102.87000274658203,89.1948471069336,3073100
2017-05-18,102.94000244140625,103.63999938964844,102.12000274658203,103.19000244140625,89.47230529785156,2890800
2017-05-19,103.23999786376953,103.88999938964844,103.01000213623047,103.41999816894531,89.67174530029297,2361200
2017-05-22,103.3499984741211,104.04000091552734,103.11000061035156,103.77999877929688,89.98387908935547,1916000
2017-05-23,103.66999816894531,104.31999969482422,103.38999938964844,104.19999694824219,90.3480453491211,2099600
2017-05-24,103.81999969482422,104.80999755859375,103.7300033569336,104.72000122070312,90.79891967773438,1865300
2017-05-25,105.18000030517578,105.98999786376953,105.02999877929688,105.94000244140625,91.85674285888672,2391800
2017-05-26,105.80999755859375,106.08999633789062,105.52999877929688,105.87000274658203,91.79605102539062,1826000
2017-05-30,105.51000213623047,107.41000366210938,105.2699966430664,106.80999755859375,92.61109924316406,2400800
2017-05-31,107.0999984741211,107.19000244140625,105.33000183105469,105.97000122070312,91.88277435302734,5007300
2017-06-01,106.48999786376953,108.0999984741211,105.69999694824219,107.66000366210938,93.34808349609375,4832300
2017-06-02,107.73999786376953,108.87999725341797,106.97000122070312,107.66999816894531,93.35675811767578,4182800
2017-06-05,107.48999786376953,108.4800033569336,107.25,107.94999694824219,93.59953308105469,2619900
